area_name,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
"Brookings County, SD",5,8,0,"19,050","18,496",554,2.9,"62,109",108.9
"Brown County, SD",5,8,0,"20,858","20,261",597,2.9,"60,082",105.3
"Brule County, SD",9,12,0,"2,507","2,439",68,2.7,"49,732",87.2
"Buffalo County, SD",9,12,0,709,666,43,6.1,"25,973",45.5
"Butte County, SD",6,6,0,"5,050","4,881",169,3.3,"44,388",77.8
"Campbell County, SD",9,12,0,786,754,32,4.1,"45,737",80.2
"Charles Mix County, SD",9,12,0,"3,841","3,718",123,3.2,"47,412",83.1
"Clark County, SD",9,10,0,"1,909","1,833",76,4.0,"48,517",85.1
"Clay County, SD",6,5,0,"7,258","7,046",212,2.9,"46,378",81.3
"Codington County, SD",5,8,0,"15,363","14,894",469,3.1,"55,580",97.4
"Corson County, SD",9,12,0,"1,390","1,333",57,4.1,"34,024",59.6
"Custer County, SD",3,2,1,"4,006","3,841",165,4.1,"58,806",103.1
"Davison County, SD",7,8,0,"11,043","10,751",292,2.6,"51,724",90.7
"Day County, SD",9,10,0,"2,786","2,665",121,4.3,"48,023",84.2
"Deuel County, SD",9,10,0,"2,167","2,070",97,4.5,"55,404",97.1
"Dewey County, SD",9,12,0,"2,226","2,029",197,8.8,"41,942",73.5
"Douglas County, SD",9,10,0,"1,567","1,525",42,2.7,"55,159",96.7
"Edmunds County, SD",9,8,0,"2,064","2,009",55,2.7,"58,977",103.4
"Fall River County, SD",6,6,0,"3,008","2,893",115,3.8,"46,782",82.0
"Faulk County, SD",9,10,0,"1,096","1,063",33,3.0,"49,068",86.0
"Grant County, SD",7,9,0,"4,446","4,302",144,3.2,"59,813",104.9
"Gregory County, SD",9,12,0,"2,045","1,977",68,3.3,"40,583",71.1
"Haakon County, SD",8,7,0,"1,071","1,043",28,2.6,"51,801",90.8
"Hamlin County, SD",9,10,0,"3,248","3,145",103,3.2,"65,776",115.3
"Hand County, SD",9,10,0,"1,812","1,770",42,2.3,"52,568",92.2
"Hanson County, SD",8,5,0,"1,753","1,670",83,4.7,"63,772",111.8
"Harding County, SD",9,12,0,731,713,18,2.5,"55,017",96.5
"Hughes County, SD",7,8,0,"9,897","9,641",256,2.6,"70,093",122.9
"Hutchinson County, SD",8,7,0,"3,577","3,478",99,2.8,"54,434",95.4
"Hyde County, SD",9,10,0,679,659,20,2.9,"52,496",92.0
"Jackson County, SD",8,7,0,"1,283","1,219",64,5.0,"34,122",59.8
"Jerauld County, SD",9,10,0,"1,117","1,089",28,2.5,"47,689",83.6
"Jones County, SD",9,10,0,554,539,15,2.7,"49,609",87.0
"Kingsbury County, SD",9,10,0,"2,660","2,583",77,2.9,"54,609",95.7
"Lake County, SD",6,6,0,"6,649","6,420",229,3.4,"60,733",106.5
"Lawrence County, SD",6,5,0,"13,074","12,686",388,3.0,"51,774",90.8
"Lincoln County, SD",3,2,1,"33,892","33,093",799,2.4,"84,889",148.8
"Lyman County, SD",9,10,0,"1,699","1,628",71,4.2,"47,429",83.1
"McCook County, SD",3,2,1,"3,043","2,965",78,2.6,"59,913",105.0
"McPherson County, SD",9,10,0,"1,023",983,40,3.9,"39,850",69.9
"Marshall County, SD",9,10,0,"2,426","2,332",94,3.9,"56,862",99.7
"Meade County, SD",3,2,1,"14,021","13,549",472,3.4,"59,524",104.4
"Mellette County, SD",9,12,0,749,712,37,4.9,"32,780",57.5
"Miner County, SD",8,7,0,"1,194","1,161",33,2.8,"50,123",87.9
"Minnehaha County, SD",3,2,1,"110,726","107,770","2,956",2.7,"60,033",105.2
"Moody County, SD",8,7,0,"4,009","3,888",121,3.0,"57,392",100.6
"Oglala Lakota County, SD",6,6,0,"3,582","3,207",375,10.5,"31,662",55.5
"Pennington County, SD",3,2,1,"56,148","54,395","1,753",3.1,"58,738",103.0
"Perkins County, SD",8,7,0,"1,444","1,402",42,2.9,"55,626",97.5
"Potter County, SD",9,10,0,"1,091","1,052",39,3.6,"54,722",95.9
"Roberts County, SD",9,10,0,"4,846","4,635",211,4.4,"44,709",78.4
"Sanborn County, SD",9,10,0,"1,151","1,117",34,3.0,"54,874",96.2
"Spink County, SD",9,10,0,"3,242","3,127",115,3.5,"50,590",88.7
"Stanley County, SD",9,8,0,"1,836","1,787",49,2.7,"69,991",122.7
"Sully County, SD",9,8,0,806,785,21,2.6,"59,457",104.2
"Todd County, SD",9,12,0,"3,144","2,946",198,6.3,"31,876",55.9
"Tripp County, SD",7,11,0,"3,105","3,026",79,2.5,"45,710",80.1
"Turner County, SD",3,2,1,"4,655","4,526",129,2.8,"62,792",110.1
"Union County, SD",3,2,1,"8,408","8,140",268,3.2,"80,698",141.5
"Walworth County, SD",7,11,0,"2,216","2,106",110,5.0,"48,394",84.8
"Yankton County, SD",7,8,0,"11,835","11,520",315,2.7,"56,535",99.1
"Ziebach County, SD",8,7,0,924,875,49,5.3,"32,341",56.7
Tennessee,,,,"3,254,261","3,139,888","114,373",3.5,"52,366",100.0
"Anderson County, TN",2,2,1,"34,210","32,914","1,296",3.8,"50,672",96.8
"Bedford County, TN",4,3,0,"20,755","19,971",784,3.8,"49,860",95.2
"Benton County, TN",7,9,0,"6,892","6,553",339,4.9,"38,940",74.4
"Bledsoe County, TN",8,7,0,"4,229","3,977",252,6.0,"40,195",76.8
"Blount County, TN",2,2,1,"62,631","60,596","2,035",3.2,"57,939",110.6
"Bradley County, TN",3,2,1,"50,506","48,685","1,821",3.6,"50,427",96.3
"Campbell County, TN",2,2,1,"14,655","13,951",704,4.8,"39,443",75.3
"Cannon County, TN",1,1,1,"6,422","6,218",204,3.2,"51,859",99.0
"Carroll County, TN",6,6,0,"12,034","11,437",597,5.0,"42,025",80.3
"Carter County, TN",3,2,1,"23,851","22,855",996,4.2,"39,202",74.9
"Cheatham County, TN",1,1,1,"21,333","20,742",591,2.8,"63,241",120.8
"Chester County, TN",3,2,1,"8,499","8,179",320,3.8,"47,508",90.7
"Claiborne County, TN",6,6,0,"12,976","12,421",555,4.3,"37,987",72.5
"Clay County, TN",9,10,0,"2,870","2,728",142,4.9,"34,238",65.4
"Cocke County, TN",6,5,0,"14,899","14,197",702,4.7,"36,192",69.1
"Coffee County, TN",4,3,0,"24,779","23,898",881,3.6,"49,494",94.5
"Crockett County, TN",3,2,1,"6,950","6,679",271,3.9,"44,431",84.8
"Cumberland County, TN",4,5,0,"23,324","22,298","1,026",4.4,"46,527",88.8
"Davidson County, TN",1,1,1,"393,923","383,409","10,514",2.7,"60,799",116.1
"Decatur County, TN",9,12,0,"4,496","4,268",228,5.1,"42,905",81.9
"DeKalb County, TN",6,4,0,"7,754","7,404",350,4.5,"47,420",90.6
"Dickson County, TN",1,1,1,"26,321","25,518",803,3.1,"56,166",107.3
"Dyer County, TN",5,8,0,"16,187","15,441",746,4.6,"44,302",84.6
"Fayette County, TN",1,1,1,"18,980","18,268",712,3.8,"59,529",113.7
"Fentress County, TN",9,10,0,"7,193","6,893",300,4.2,"36,687",70.1
"Franklin County, TN",6,5,0,"19,860","19,185",675,3.4,"50,201",95.9
"Gibson County, TN",4,6,0,"21,843","20,883",960,4.4,"42,720",81.6
"Giles County, TN",6,4,0,"15,282","14,721",561,3.7,"48,024",91.7
"Grainger County, TN",2,2,1,"9,370","8,996",374,4.0,"41,829",79.9
"Greene County, TN",4,5,0,"29,824","28,436","1,388",4.7,"44,366",84.7
"Grundy County, TN",8,7,0,"4,894","4,676",218,4.5,"36,317",69.4
"Hamblen County, TN",3,2,1,"27,546","26,486","1,060",3.8,"44,040",84.1
"Hamilton County, TN",2,2,1,"180,867","174,706","6,161",3.4,"57,196",109.2
"Hancock County, TN",8,7,0,"2,124","2,020",104,4.9,"30,691",58.6
"Hardeman County, TN",6,4,0,"9,366","8,906",460,4.9,"37,834",72.2
"Hardin County, TN",6,6,0,"10,333","9,877",456,4.4,"37,690",72.0
"Hawkins County, TN",2,2,1,"23,744","22,794",950,4.0,"42,188",80.6
"Haywood County, TN",6,4,0,"7,730","7,316",414,5.4,"39,574",75.6
"Henderson County, TN",6,6,0,"11,999","11,432",567,4.7,"43,491",83.1
"Henry County, TN",7,8,0,"14,227","13,627",600,4.2,"43,159",82.4
"Hickman County, TN",1,1,1,"11,155","10,791",364,3.3,"44,684",85.3
"Houston County, TN",8,4,0,"3,238","3,060",178,5.5,"44,688",85.3
"Humphreys County, TN",6,4,0,"8,833","8,451",382,4.3,"48,056",91.8
"Jackson County, TN",8,3,0,"4,598","4,381",217,4.7,"37,563",71.7
"Jefferson County, TN",3,2,1,"24,095","23,177",918,3.8,"49,611",94.7
"Johnson County, TN",6,6,0,"7,571","7,306",265,3.5,"35,778",68.3
"Knox County, TN",2,2,1,"240,571","233,452","7,119",3.0,"55,874",106.7
"Lake County, TN",9,9,0,"1,804","1,711",93,5.2,"33,709",64.4
"Lauderdale County, TN",6,4,0,"9,671","9,106",565,5.8,"38,849",74.2
"Lawrence County, TN",6,3,0,"18,456","17,709",747,4.0,"43,651",83.4
"Lewis County, TN",6,4,0,"5,065","4,839",226,4.5,"40,541",77.4
"Lincoln County, TN",6,6,0,"16,687","16,174",513,3.1,"51,249",97.9
"Loudon County, TN",2,2,1,"23,127","22,338",789,3.4,"58,186",111.1
"McMinn County, TN",4,5,0,"22,719","21,782",937,4.1,"46,029",87.9
"McNairy County, TN",6,6,0,"8,286","7,829",457,5.5,"39,859",76.1
"Macon County, TN",1,1,1,"10,979","10,625",354,3.2,"42,265",80.7
"Madison County, TN",3,2,1,"48,665","46,819","1,846",3.8,"46,651",89.1
"Marion County, TN",2,2,1,"12,322","11,742",580,4.7,"50,819",97.0
"Marshall County, TN",6,3,0,"15,449","14,911",538,3.5,"51,868",99.0
"Maury County, TN",1,1,1,"48,178","46,613","1,565",3.2,"57,337",109.5
"Meigs County, TN",8,7,0,"5,064","4,831",233,4.6,"50,565",96.6
"Monroe County, TN",6,6,0,"19,974","19,231",743,3.7,"45,566",87.0
"Montgomery County, TN",2,2,1,"84,006","80,745","3,261",3.9,"56,102",107.1
"Moore County, TN",9,8,0,"3,498","3,390",108,3.1,"58,234",111.2
"Morgan County, TN",2,2,1,"7,803","7,450",353,4.5,"40,397",77.1
"Obion County, TN",7,8,0,"12,268","11,658",610,5.0,"42,532",81.2
"Overton County, TN",7,8,0,"9,793","9,422",371,3.8,"42,149",80.5
"Perry County, TN",8,4,0,"3,250","3,109",141,4.3,"41,960",80.1
"Pickett County, TN",9,10,0,"2,437","2,343",94,3.9,"40,182",76.7
"Polk County, TN",3,2,1,"7,300","6,990",310,4.2,"41,968",80.1
"Putnam County, TN",4,3,0,"34,419","33,182","1,237",3.6,"45,512",86.9
"Rhea County, TN",6,5,0,"13,117","12,375",742,5.7,"44,132",84.3
"Roane County, TN",2,2,1,"23,082","22,124",958,4.2,"54,440",104.0
"Robertson County, TN",1,1,1,"37,094","35,918","1,176",3.2,"66,006",126.0
"Rutherford County, TN",1,1,1,"179,403","174,546","4,857",2.7,"64,170",122.5
"Scott County, TN",6,6,0,"8,273","7,905",368,4.4,"35,685",68.1
"Sequatchie County, TN",2,2,1,"6,093","5,828",265,4.3,"49,707",94.9
"Sevier County, TN",4,5,0,"53,188","51,325","1,863",3.5,"47,202",90.1
"Shelby County, TN",1,1,1,"441,691","423,270","18,421",4.2,"47,924",91.5
"Smith County, TN",1,1,1,"9,207","8,925",282,3.1,"50,704",96.8
"Stewart County, TN",8,7,0,"5,298","5,034",264,5.0,"46,565",88.9
"Sullivan County, TN",2,2,1,"70,347","67,740","2,607",3.7,"46,024",87.9
"Sumner County, TN",1,1,1,"99,758","96,967","2,791",2.8,"66,171",126.4
"Tipton County, TN",1,1,1,"27,985","26,799","1,186",4.2,"60,874",116.2
"Trousdale County, TN",1,1,1,"5,291","5,119",172,3.3,"49,280",94.1
"Unicoi County, TN",3,2,1,"7,038","6,690",348,4.9,"43,688",83.4
"Union County, TN",2,2,1,"7,518","7,210",308,4.1,"40,322",77.0
"Van Buren County, TN",9,10,0,"2,062","1,963",99,4.8,"38,265",73.1
"Warren County, TN",6,3,0,"16,750","16,080",670,4.0,"42,475",81.1
"Washington County, TN",3,2,1,"59,996","57,862","2,134",3.6,"49,242",94.0
"Wayne County, TN",8,6,0,"6,146","5,848",298,4.8,"38,879",74.2
"Weakley County, TN",7,8,0,"15,961","15,283",678,4.2,"42,351",80.9
"White County, TN",7,9,0,"12,258","11,814",444,3.6,"42,603",81.4
"Williamson County, TN",1,1,1,"125,087","121,954","3,133",2.5,"115,930",221.4
"Wilson County, TN",1,1,1,"74,665","72,580","2,085",2.8,"76,507",146.1
Texas,,,,"13,816,690","13,285,118","531,572",3.8,"60,632",100.0
"Anderson County, TX",7,8,0,"23,397","22,675",722,3.1,"45,969",75.8
"Andrews County, TX",6,5,0,"9,414","9,189",225,2.4,"84,946",140.1
"Angelina County, TX",5,8,0,"36,046","34,486","1,560",4.3,"46,653",76.9
"Aransas County, TX",2,2,1,"9,567","9,002",565,5.9,"46,912",77.4
"Archer County, TX",3,2,1,"4,142","4,016",126,3.0,"61,190",100.9
"Armstrong County, TX",2,2,1,922,897,25,2.7,"57,210",94.4
"Atascosa County, TX",1,1,1,"21,413","20,611",802,3.7,"50,594",83.4
"Austin County, TX",1,1,1,"13,864","13,359",505,3.6,"59,942",98.9
"Bailey County, TX",7,9,0,"2,619","2,505",114,4.4,"45,051",74.3
"Bandera County, TX",1,1,1,"9,939","9,603",336,3.4,"53,008",87.4
"Bastrop County, TX",1,1,1,"41,673","40,276","1,397",3.4,"61,883",102.1
"Baylor County, TX",8,6,0,"1,555","1,506",49,3.2,"41,180",67.9
"Bee County, TX",6,5,0,"9,940","9,438",502,5.1,"41,806",69.0
"Bell County, TX",2,2,1,"142,598","136,734","5,864",4.1,"54,292",89.5
"Bexar County, TX",1,1,1,"936,251","905,106","31,145",3.3,"54,210",89.4
"Blanco County, TX",8,4,0,"6,250","6,088",162,2.6,"64,832",106.9
"Borden County, TX",8,7,0,343,332,11,3.2,"66,101",109.0
"Bosque County, TX",6,4,0,"8,217","7,914",303,3.7,"48,460",79.9
"Bowie County, TX",3,2,1,"39,474","37,542","1,932",4.9,"47,339",78.1
"Brazoria County, TX",1,1,1,"176,559","168,602","7,957",4.5,"74,225",122.4
"Brazos County, TX",3,2,1,"116,493","113,189","3,304",2.8,"50,113",82.7
"Brewster County, TX",7,11,0,"4,044","3,910",134,3.3,"45,670",75.3
"Briscoe County, TX",9,12,0,559,538,21,3.8,"44,409",73.2
"Brooks County, TX",7,9,0,"2,451","2,295",156,6.4,"30,116",49.7
"Brown County, TX",5,8,0,"16,022","15,429",593,3.7,"47,097",77.7
"Burleson County, TX",3,2,1,"8,225","7,930",295,3.6,"53,626",88.4
"Burnet County, TX",6,4,0,"22,921","22,264",657,2.9,"56,696",93.5
"Caldwell County, TX",1,1,1,"19,091","18,399",692,3.6,"52,588",86.7
"Calhoun County, TX",6,5,0,"11,210","10,753",457,4.1,"52,085",85.9
"Callahan County, TX",3,2,1,"5,985","5,785",200,3.3,"50,330",83.0
"Cameron County, TX",2,2,1,"165,894","155,750","10,144",6.1,"38,106",62.8
"Camp County, TX",6,6,0,"5,000","4,757",243,4.9,"43,714",72.1
"Carson County, TX",2,2,1,"2,996","2,912",84,2.8,"64,799",106.9
"Cass County, TX",6,6,0,"12,296","11,680",616,5.0,"44,154",72.8
"Castro County, TX",6,6,0,"3,464","3,366",98,2.8,"45,689",75.4
"Chambers County, TX",1,1,1,"19,269","18,238","1,031",5.4,"89,513",147.6
"Cherokee County, TX",6,5,0,"20,899","20,044",855,4.1,"43,483",71.7
"Childress County, TX",7,11,0,"2,951","2,874",77,2.6,"42,291",69.8
"Clay County, TX",3,2,1,"4,926","4,771",155,3.1,"58,356",96.2
"Cochran County, TX",9,10,0,"1,099","1,052",47,4.3,"42,873",70.7
"Coke County, TX",8,7,0,"1,454","1,405",49,3.4,"44,804",73.9
"Coleman County, TX",6,6,0,"2,939","2,824",115,3.9,"39,484",65.1
"Collin County, TX",1,1,1,"551,491","533,254","18,237",3.3,"96,936",159.9
"Collingsworth County, TX",9,10,0,"1,182","1,145",37,3.1,"39,536",65.2
"Colorado County, TX",6,4,0,"9,674","9,359",315,3.3,"48,258",79.6
"Comal County, TX",1,1,1,"72,381","70,087","2,294",3.2,"76,523",126.2
"Comanche County, TX",7,9,0,"5,372","5,181",191,3.6,"52,251",86.2
"Concho County, TX",8,6,0,"1,098","1,058",40,3.6,"40,987",67.6
"Cooke County, TX",6,3,0,"19,176","18,587",589,3.1,"52,047",85.8
"Coryell County, TX",2,2,1,"23,895","22,900",995,4.2,"48,099",79.3
"Cottle County, TX",9,12,0,532,509,23,4.3,"38,304",63.2
"Crane County, TX",6,6,0,"1,780","1,712",68,3.8,"61,987",102.2
"Crockett County, TX",7,11,0,"1,633","1,586",47,2.9,"49,117",81.0
"Crosby County, TX",2,2,1,"2,485","2,371",114,4.6,"37,911",62.5
"Culberson County, TX",9,12,0,976,946,30,3.1,"42,164",69.5
"Dallam County, TX",7,11,0,"4,041","3,959",82,2.0,"50,587",83.4
"Dallas County, TX",1,1,1,"1,336,810","1,286,399","50,411",3.8,"59,838",98.7
"Dawson County, TX",7,8,0,"4,563","4,368",195,4.3,"43,726",72.1
"Deaf Smith County, TX",6,5,0,"8,426","8,192",234,2.8,"44,230",72.9
"Delta County, TX",8,4,0,"2,446","2,362",84,3.4,"44,410",73.2
"Denton County, TX",1,1,1,"483,765","468,392","15,373",3.2,"88,384",145.8
"DeWitt County, TX",6,6,0,"9,724","9,422",302,3.1,"49,208",81.2
"Dickens County, TX",8,7,0,673,645,28,4.2,"39,627",65.4
"Dimmit County, TX",6,6,0,"7,358","7,139",219,3.0,"37,177",61.3
"Donley County, TX",8,7,0,"1,558","1,505",53,3.4,"40,945",67.5
"Duval County, TX",7,9,0,"5,065","4,802",263,5.2,"35,156",58.0
"Eastland County, TX",6,6,0,"8,673","8,385",288,3.3,"44,773",73.8
"Ector County, TX",3,2,1,"85,645","83,346","2,299",2.7,"60,431",99.7
"Edwards County, TX",9,12,0,883,858,25,2.8,"37,812",62.4
"Ellis County, TX",1,1,1,"90,694","87,710","2,984",3.3,"76,792",126.7
"El Paso County, TX",2,2,1,"358,355","343,330","15,025",4.2,"43,948",72.5
"Erath County, TX",4,3,0,"20,753","20,118",635,3.1,"47,087",77.7
"Falls County, TX",2,2,1,"6,513","6,261",252,3.9,"37,428",61.7
"Fannin County, TX",6,4,0,"16,459","15,954",505,3.1,"53,111",87.6
"Fayette County, TX",6,4,0,"12,598","12,248",350,2.8,"55,776",92.0
"Fisher County, TX",8,7,0,"1,651","1,598",53,3.2,"45,261",74.6
"Floyd County, TX",6,6,0,"2,671","2,533",138,5.2,"39,891",65.8
"Foard County, TX",9,10,0,584,567,17,2.9,"37,648",62.1
"Fort Bend County, TX",1,1,1,"386,546","371,320","15,226",3.9,"92,310",152.2
"Franklin County, TX",7,9,0,"4,565","4,378",187,4.1,"48,222",79.5
"Freestone County, TX",7,9,0,"6,552","6,170",382,5.8,"49,317",81.3
"Frio County, TX",6,4,0,"10,187","9,899",288,2.8,"41,038",67.7
"Gaines County, TX",7,9,0,"9,427","9,188",239,2.5,"56,321",92.9
"Galveston County, TX",1,1,1,"163,247","155,732","7,515",4.6,"71,959",118.7
"Garza County, TX",6,6,0,"2,136","2,074",62,2.9,"46,490",76.7
"Gillespie County, TX",7,8,0,"13,380","13,043",337,2.5,"61,433",101.3
"Glasscock County, TX",8,5,0,852,835,17,2.0,"83,330",137.4
"Goliad County, TX",3,2,1,"3,282","3,158",124,3.8,"55,008",90.7
"Gonzales County, TX",6,4,0,"9,486","9,200",286,3.0,"49,829",82.2
"Gray County, TX",6,5,0,"8,127","7,813",314,3.9,"49,121",81.0
"Grayson County, TX",3,2,1,"63,270","61,205","2,065",3.3,"51,403",84.8
"Gregg County, TX",3,2,1,"57,476","55,120","2,356",4.1,"50,610",83.5
"Grimes County, TX",6,4,0,"11,113","10,658",455,4.1,"49,498",81.6
"Guadalupe County, TX",1,1,1,"80,305","77,802","2,503",3.1,"73,864",121.8
"Hale County, TX",4,5,0,"12,491","11,898",593,4.7,"42,782",70.6
"Hall County, TX",9,12,0,"1,110","1,061",49,4.4,"32,597",53.8
"Hamilton County, TX",6,6,0,"3,635","3,516",119,3.3,"49,210",81.2
"Hansford County, TX",7,9,0,"2,854","2,788",66,2.3,"57,240",94.4
"Hardeman County, TX",9,9,0,"1,678","1,618",60,3.6,"42,469",70.0
"Hardin County, TX",2,2,1,"25,388","24,082","1,306",5.1,"60,909",100.5
"Harris County, TX",1,1,1,"2,286,360","2,186,339","100,021",4.4,"60,241",99.4
"Harrison County, TX",4,5,0,"29,928","28,635","1,293",4.3,"50,131",82.7
"Hartley County, TX",7,11,0,"2,863","2,812",51,1.8,"72,451",119.5
"Haskell County, TX",6,6,0,"2,355","2,265",90,3.8,"40,880",67.4
"Hays County, TX",1,1,1,"116,188","112,777","3,411",2.9,"68,180",112.4
"Hemphill County, TX",7,11,0,"2,248","2,202",46,2.0,"66,849",110.3
"Henderson County, TX",4,3,0,"36,145","34,791","1,354",3.7,"43,337",71.5
"Hidalgo County, TX",2,2,1,"347,594","324,843","22,751",6.5,"38,785",64.0
"Hill County, TX",6,4,0,"16,288","15,700",588,3.6,"48,670",80.3
"Hockley County, TX",6,5,0,"11,434","11,082",352,3.1,"46,764",77.1
"Hood County, TX",1,1,1,"27,052","26,062",990,3.7,"60,917",100.5
"Hopkins County, TX",6,3,0,"17,323","16,742",581,3.4,"52,079",85.9
"Houston County, TX",7,9,0,"10,201","9,823",378,3.7,"39,533",65.2
"Howard County, TX",4,5,0,"13,596","13,152",444,3.3,"50,423",83.2
"Hudspeth County, TX",2,2,1,"1,802","1,720",82,4.6,"42,671",70.4
"Hunt County, TX",1,1,1,"42,504","40,897","1,607",3.8,"53,360",88.0
"Hutchinson County, TX",6,5,0,"8,994","8,550",444,4.9,"54,351",89.6
"Irion County, TX",3,2,1,766,743,23,3.0,"56,775",93.6
"Jack County, TX",6,4,0,"4,378","4,269",109,2.5,"48,780",80.5
"Jackson County, TX",6,6,0,"7,367","7,128",239,3.2,"54,088",89.2
"Jasper County, TX",6,6,0,"13,233","12,376",857,6.5,"47,551",78.4
"Jeff Davis County, TX",9,12,0,"1,069","1,038",31,2.9,"51,343",84.7
"Jefferson County, TX",2,2,1,"107,196","100,432","6,764",6.3,"48,121",79.4
"Jim Hogg County, TX",6,6,0,"1,878","1,772",106,5.6,"36,176",59.7
"Jim Wells County, TX",4,5,0,"16,986","16,071",915,5.4,"41,919",69.1
"Johnson County, TX",1,1,1,"80,465","77,721","2,744",3.4,"62,635",103.3
"Jones County, TX",3,2,1,"5,619","5,352",267,4.8,"43,903",72.4
"Karnes County, TX",6,4,0,"6,861","6,667",194,2.8,"48,743",80.4
"Kaufman County, TX",1,1,1,"63,141","60,970","2,171",3.4,"67,434",111.2
"Kendall County, TX",1,1,1,"21,859","21,227",632,2.9,"90,937",150.0
"Kenedy County, TX",9,8,0,247,238,9,3.6,"42,153",69.5
"Kent County, TX",9,10,0,452,441,11,2.4,"47,625",78.5
"Kerr County, TX",4,3,0,"21,800","21,101",699,3.2,"53,704",88.6
"Kimble County, TX",7,9,0,"1,874","1,818",56,3.0,"42,503",70.1
"King County, TX",9,12,0,211,205,6,2.8,"57,925",95.5
"Kinney County, TX",7,10,0,"1,352","1,293",59,4.4,"43,192",71.2
"Kleberg County, TX",4,5,0,"13,312","12,657",655,4.9,"42,605",70.3
"Knox County, TX",9,12,0,"1,452","1,400",52,3.6,"39,726",65.5
"Lamar County, TX",5,8,0,"23,767","22,874",893,3.8,"45,767",75.5
"Lamb County, TX",6,6,0,"5,210","4,982",228,4.4,"42,700",70.4
"Lampasas County, TX",2,2,1,"9,150","8,810",340,3.7,"55,151",91.0
"La Salle County, TX",6,6,0,"4,585","4,475",110,2.4,"40,072",66.1
"Lavaca County, TX",6,6,0,"8,786","8,514",272,3.1,"51,128",84.3
"Lee County, TX",6,4,0,"9,473","9,185",288,3.0,"55,834",92.1
"Leon County, TX",8,7,0,"6,127","5,823",304,5.0,"47,065",77.6
"Liberty County, TX",1,1,1,"32,719","30,831","1,888",5.8,"52,577",86.7
"Limestone County, TX",6,6,0,"8,406","8,019",387,4.6,"43,226",71.3
"Lipscomb County, TX",9,12,0,"1,652","1,607",45,2.7,"57,332",94.6
"Live Oak County, TX",8,7,0,"5,181","4,987",194,3.7,"48,814",80.5
"Llano County, TX",7,11,0,"8,519","8,205",314,3.7,"54,019",89.1
"Loving County, TX",9,12,0,268,264,4,1.5,"78,637",129.7
"Lubbock County, TX",2,2,1,"156,533","151,778","4,755",3.0,"50,377",83.1
"Lynn County, TX",2,2,1,"2,748","2,659",89,3.2,"43,436",71.6
"McCulloch County, TX",7,9,0,"3,749","3,626",123,3.3,"42,719",70.5
"McLennan County, TX",2,2,1,"118,211","114,001","4,210",3.6,"48,858",80.6
"McMullen County, TX",9,12,0,716,703,13,1.8,"64,633",106.6
"Madison County, TX",6,6,0,"4,564","4,365",199,4.4,"45,445",75.0
"Marion County, TX",8,7,0,"4,252","4,062",190,4.5,"38,011",62.7
"Martin County, TX",3,2,1,"2,770","2,702",68,2.5,"56,484",93.2
"Mason County, TX",9,10,0,"1,775","1,720",55,3.1,"49,560",81.7
"Matagorda County, TX",4,3,0,"16,801","15,780","1,021",6.1,"48,830",80.5
"Maverick County, TX",5,8,0,"23,635","21,720","1,915",8.1,"35,594",58.7
"Medina County, TX",1,1,1,"21,557","20,813",744,3.5,"59,304",97.8
"Menard County, TX",9,12,0,827,794,33,4.0,"35,881",59.2
"Midland County, TX",3,2,1,"102,959","100,784","2,175",2.1,"80,189",132.3
"Milam County, TX",6,4,0,"9,887","9,347",540,5.5,"46,720",77.1
"Mills County, TX",9,10,0,"1,870","1,805",65,3.5,"47,068",77.6
"Mitchell County, TX",7,9,0,"2,326","2,230",96,4.1,"48,529",80.0
"Montague County, TX",6,4,0,"9,138","8,850",288,3.2,"50,542",83.4
"Montgomery County, TX",1,1,1,"279,663","269,261","10,402",3.7,"77,598",128.0
"Moore County, TX",7,8,0,"10,870","10,583",287,2.6,"53,785",88.7
"Morris County, TX",6,6,0,"4,709","4,401",308,6.5,"41,418",68.3
"Motley County, TX",9,12,0,463,446,17,3.7,"41,009",67.6
"Nacogdoches County, TX",5,8,0,"28,654","27,548","1,106",3.9,"45,357",74.8
"Navarro County, TX",4,3,0,"23,650","22,784",866,3.7,"46,259",76.3
"Newton County, TX",2,2,1,"5,187","4,841",346,6.7,"43,367",71.5
"Nolan County, TX",6,5,0,"6,718","6,499",219,3.3,"42,522",70.1
"Nueces County, TX",2,2,1,"167,850","160,082","7,768",4.6,"53,034",87.5
"Ochiltree County, TX",7,11,0,"4,456","4,333",123,2.8,"49,845",82.2
"Oldham County, TX",2,2,1,906,882,24,2.6,"56,590",93.3
"Orange County, TX",2,2,1,"36,517","34,418","2,099",5.7,"56,556",93.3
"Palo Pinto County, TX",6,3,0,"13,501","13,053",448,3.3,"46,067",76.0
"Panola County, TX",6,6,0,"10,700","10,256",444,4.1,"51,192",84.4
"Parker County, TX",1,1,1,"65,949","63,922","2,027",3.1,"73,718",121.6
"Parmer County, TX",7,9,0,"4,887","4,773",114,2.3,"50,539",83.4
"Pecos County, TX",7,11,0,"6,417","6,185",232,3.6,"47,008",77.5
"Polk County, TX",6,4,0,"17,837","16,941",896,5.0,"46,017",75.9
"Potter County, TX",2,2,1,"54,901","53,305","1,596",2.9,"41,912",69.1
